idx,text,label,prompt,predict
888,My other message was messed up. My edits are provided below.,良性,My other message was messed up. My edits are provided below.,是
889,"The information contained herein is based on sources that we believe to be reliable, but we do not represent that it is accurate or complete. Nothing contained herein should be considered as an offer to sell or a solicitation of an offer to buy any financial instruments discussed herein. Any opinions expressed herein are solely those of the author. As such, they may differ in material respects from those of, or expressed or published by on behalf of Carr Futures or its officers, directors, employees or affiliates. ? 2001 Carr Futures The charts are now in the most recent version of Adobe Acrobat 4.0 and they should print clearly from Adobe Acrobat Reader 3.0 or higher. Adobe Acrobat Reader 4.0 may be downloaded for FREE from www.adobe.com. See attached file doeunlea.pdfSee attached file doecrude.pdfSee attached file doeheat.pdfSee attached file doeapi.pdf - doeunlea.pdf - doecrude.pdf - doeheat.pdf - doeapi.pdf",恶意,"The information contained herein is based on sources that we believe to be reliable, but we do not represent that it is accurate or complete. Nothing contained herein should be considered as an offer to sell or a solicitation of an offer to buy any financial instruments discussed herein. Any opinions expressed herein are solely those of the author. As such, they may differ in material respects from those of, or expressed or published by on behalf of Carr Futures or its officers, directors, employees or affiliates. ? 2001 Carr Futures The charts are now in the most recent version of Adobe Acrobat 4.0 and they should print clearly from Adobe Acrobat Reader 3.0 or higher. Adobe Acrobat Reader 4.0 may be downloaded for FREE from www.adobe.com. See attached file doeunlea.pdfSee attached file doecrude.pdfSee attached file doeheat.pdfSee attached file doeapi.pdf - doeunlea.pdf - doecrude.pdf - doeheat.pdf - doeapi.pdf",是
890,"Contact me directly, I always want to be involved! -----Original Message----- From Staab, Theresa Sent Tuesday, November 06, 2001 337 PM To Reitmeyer, Jay sscott5@enron.com Adams, Jacqueline P. Mendel, Shelly Lucci, Paul T. Felling, Amy Subject FW Wyoming Interstate Gas Company WIC Maintenance -----Original Message----- From Schlecht, Dinah Sent Tuesday, November 06, 2001 329 PM To Sitter, Scott Serrano, Walt Fresquez, Rick Wiederholt, Barry Rafter, Mick Cc Kim Thomas E-mail Staab, Theresa Jyl Baumann E-mail Subject Wyoming Interstate Gas Company WIC Maintenance On Tuesday, November 13, 2001, the Douglas Station will be out of service for approximately 8 hours. Throughput during the work will be reduced to a rate of about 360 MMCfd with a total daily throughput estimated at 450 MMcfd. As this will directly effect all gas coming out of the Powder River, please contact your marketer directly as to how much gas they will be able to deliver into WIC on that day. Allocations will be based on WIC allocations methods. Dinah L. Schlecht Sr. Market Services Rep. Bear Paw Energy 720-946-3694 work 720-530-7758 cell",良性,"Contact me directly, I always want to be involved! -----Original Message----- From Staab, Theresa Sent Tuesday, November 06, 2001 337 PM To Reitmeyer, Jay sscott5@enron.com Adams, Jacqueline P. Mendel, Shelly Lucci, Paul T. Felling, Amy Subject FW Wyoming Interstate Gas Company WIC Maintenance -----Original Message----- From Schlecht, Dinah Sent Tuesday, November 06, 2001 329 PM To Sitter, Scott Serrano, Walt Fresquez, Rick Wiederholt, Barry Rafter, Mick Cc Kim Thomas E-mail Staab, Theresa Jyl Baumann E-mail Subject Wyoming Interstate Gas Company WIC Maintenance On Tuesday, November 13, 2001, the Douglas Station will be out of service for approximately 8 hours. Throughput during the work will be reduced to a rate of about 360 MMCfd with a total daily throughput estimated at 450 MMcfd. As this will directly effect all gas coming out of the Powder River, please contact your marketer directly as to how much gas they will be able to deliver into WIC on that day. Allocations will be based on WIC allocations methods. Dinah L. Schlecht Sr. Market Services Rep. Bear Paw Energy 720-946-3694 work 720-530-7758 cell",否
891,"The hold up in setting curves is we need a C forward curve. If this curve was set sooner we could get ours out earlier. Regards, Jon",良性,"The hold up in setting curves is we need a C forward curve. If this curve was set sooner we could get ours out earlier. Regards, Jon",是
892,In double checking the file I gave you I noticed that my formulas did not go all the way down and did not include the last 3 locations. They are PIPE ZONE FACILITY NOTIONAL MID-MARKET GAS-DAILY WNG WILLIAMS 811043 TRANS-OK IF-ONGOKLAHOMA GDC-TRANS-OK WNG WILLIAMS IF-WILLIAMS IF-WNGTOK GDP-WNGTOK WTG GATHERING NNGMID11 IF-NNGTOK GDP-NNGTOK,良性,In double checking the file I gave you I noticed that my formulas did not go all the way down and did not include the last 3 locations. They are PIPE ZONE FACILITY NOTIONAL MID-MARKET GAS-DAILY WNG WILLIAMS 811043 TRANS-OK IF-ONGOKLAHOMA GDC-TRANS-OK WNG WILLIAMS IF-WILLIAMS IF-WNGTOK GDP-WNGTOK WTG GATHERING NNGMID11 IF-NNGTOK GDP-NNGTOK,是
893,"You got it. Im learning. I hope this translates in P instead of L. -----Original Message----- From Herndon, Rogers Sent Friday, June 15, 2001 130 PM To Presto, Kevin M. Subject RE URM Org Chart  Memo Wow - It looks like you have the lingo down now. RH -----Original Message----- From Presto, Kevin M. Sent Friday, June 15, 2001 1214 PM To Herndon, Rogers Subject RE URM Org Chart  Memo Yes, I think we should make a formal break. We have separate accountability for retail gen wholesale plus ancillaries, and I think reg gen plus TD should have separate accountability as well. -----Original Message----- From Herndon, Rogers Sent Friday, June 15, 2001 1114 AM To Presto, Kevin M. Belden, Tim Richter, Jeff Black, Don Subject FW URM Org Chart  Memo Everyone - Jay has prepared his organizational changes as they relate to East Tariffs. He mentioned that he is allowing fopr ScottStoness to focus on the West with Steve Swain. Should we go ahead and make a formal break between East Jay reporting to me and West Swain reporting to Don so that everyone is clear? I think we could roll all of this out at once. Thanks, Rogers -----Original Message----- From Lewis, James Sent Thursday, June 14, 2001 625 PM To Herndon, Rogers Black, Don Subject URM Org Chart  Memo Please review the following memo and org chart and provide feedback. Thanks Jay ---------------------- Forwarded by James W LewisHOUEES on 06142001 0623 PM ---------------------------  OLE Object Picture Device Independent Bitmap  Rosalinda Tijerina 06142001 0506 PM To James W LewisHOUEES@EES cc Subject URM Org Chart  Memo Here they are  File Utility Risk Management Org Chart - June 14 2001.ppt   File URM Organization.doc ",恶意,"You got it. Im learning. I hope this translates in P instead of L. -----Original Message----- From Herndon, Rogers Sent Friday, June 15, 2001 130 PM To Presto, Kevin M. Subject RE URM Org Chart  Memo Wow - It looks like you have the lingo down now. RH -----Original Message----- From Presto, Kevin M. Sent Friday, June 15, 2001 1214 PM To Herndon, Rogers Subject RE URM Org Chart  Memo Yes, I think we should make a formal break. We have separate accountability for retail gen wholesale plus ancillaries, and I think reg gen plus TD should have separate accountability as well. -----Original Message----- From Herndon, Rogers Sent Friday, June 15, 2001 1114 AM To Presto, Kevin M. Belden, Tim Richter, Jeff Black, Don Subject FW URM Org Chart  Memo Everyone - Jay has prepared his organizational changes as they relate to East Tariffs. He mentioned that he is allowing fopr ScottStoness to focus on the West with Steve Swain. Should we go ahead and make a formal break between East Jay reporting to me and West Swain reporting to Don so that everyone is clear? I think we could roll all of this out at once. Thanks, Rogers -----Original Message----- From Lewis, James Sent Thursday, June 14, 2001 625 PM To Herndon, Rogers Black, Don Subject URM Org Chart  Memo Please review the following memo and org chart and provide feedback. Thanks Jay ---------------------- Forwarded by James W LewisHOUEES on 06142001 0623 PM ---------------------------  OLE Object Picture Device Independent Bitmap  Rosalinda Tijerina 06142001 0506 PM To James W LewisHOUEES@EES cc Subject URM Org Chart  Memo Here they are  File Utility Risk Management Org Chart - June 14 2001.ppt   File URM Organization.doc ",是
894,"Jeff, Let me know what you think. Please make changes to make more accurate and effective. I will send this to him and follow up with a discussion. It needs some work. m draft John, I have just had some additional discussions on our Global weather business and have come to a decision on how we need to run the weather business. I believe that we do need 100 full time dedication from each and any employee that is dedicated to the weather business including in the overall development and execution of or global strategy and positions. I have a great deal of confidence and am holding Mark Tawney responsible and accountable for extensive growth and profitability in the business. We need to hire additional people to add to grow the business in Japan and Australia. Joe and Paul are on board with this strategy and Mark will work with them to accomplish the hiring of people and needed resources. This will not be talk but we will get these people in place by specific deadlines. We will pay all of those peoples expenses and they will be on board with the hiring and will be expected to be a valuable team player and resource to their group. On the Norway front, we need to implement the same organization structure. We have talked a lot about Thor and better communication, but we need to make a change. We will have weekly calls with him and the weather group to make sure that we are all on the same page and he is up to speed with where we are going. Jeff did have a video call with Thor to talk about his email and it went well. Upon my return I learned that Thor and the London group put out a press release about putting out pricing on 1,000 cities and even changing the index. Neither Mark or Jeff were even aware of this event nor was it even brought up in the call as something that was going to happen. Also the hiring of xxxxxx as a weather originator, without any discussion, also illustrates the lack of communication or desire to work together. I am not saying that Mark or Thor are totally to blame, they both deserve credit for not working together, but we are going to change the future and make sure that it will work better. I know that all of Thors group is very loyal to Thor and may not want to transition into EGM and if that is the case, we can make it work via London. I think the key is our approach to Thor and that this isnt meant as a reflection on him but is a consistent change with how we are running all of our businesses around the world. The weather piece of his business is very small and isnt going to effect his PL significantly hell actually be net positive! Please give me a call and we will discuss the issues surrounding this new structure and the best way to communicate it to those involved to make this the most effective. This email is going just to you and Jeff and wont be shared with anyone else. mike",恶意,"Jeff, Let me know what you think. Please make changes to make more accurate and effective. I will send this to him and follow up with a discussion. It needs some work. m draft John, I have just had some additional discussions on our Global weather business and have come to a decision on how we need to run the weather business. I believe that we do need 100 full time dedication from each and any employee that is dedicated to the weather business including in the overall development and execution of or global strategy and positions. I have a great deal of confidence and am holding Mark Tawney responsible and accountable for extensive growth and profitability in the business. We need to hire additional people to add to grow the business in Japan and Australia. Joe and Paul are on board with this strategy and Mark will work with them to accomplish the hiring of people and needed resources. This will not be talk but we will get these people in place by specific deadlines. We will pay all of those peoples expenses and they will be on board with the hiring and will be expected to be a valuable team player and resource to their group. On the Norway front, we need to implement the same organization structure. We have talked a lot about Thor and better communication, but we need to make a change. We will have weekly calls with him and the weather group to make sure that we are all on the same page and he is up to speed with where we are going. Jeff did have a video call with Thor to talk about his email and it went well. Upon my return I learned that Thor and the London group put out a press release about putting out pricing on 1,000 cities and even changing the index. Neither Mark or Jeff were even aware of this event nor was it even brought up in the call as something that was going to happen. Also the hiring of xxxxxx as a weather originator, without any discussion, also illustrates the lack of communication or desire to work together. I am not saying that Mark or Thor are totally to blame, they both deserve credit for not working together, but we are going to change the future and make sure that it will work better. I know that all of Thors group is very loyal to Thor and may not want to transition into EGM and if that is the case, we can make it work via London. I think the key is our approach to Thor and that this isnt meant as a reflection on him but is a consistent change with how we are running all of our businesses around the world. The weather piece of his business is very small and isnt going to effect his PL significantly hell actually be net positive! Please give me a call and we will discuss the issues surrounding this new structure and the best way to communicate it to those involved to make this the most effective. This email is going just to you and Jeff and wont be shared with anyone else. mike",是
895,"In order to get you phone service here, the phone people want your passport number since you dont have a social security number. Can you provide it to Joyce Dorsey, an assistant here in Legal. Shes working with Sylvia to get your office set up. Thanks!",恶意,"In order to get you phone service here, the phone people want your passport number since you dont have a social security number. Can you provide it to Joyce Dorsey, an assistant here in Legal. Shes working with Sylvia to get your office set up. Thanks!",否
896,"Hello, attached above is the documentation for deal  85098. I will fax you deal 51353 as soon as the file room sends it to me. Thanks, Melissa 713 853-1886",良性,"Hello, attached above is the documentation for deal  85098. I will fax you deal 51353 as soon as the file room sends it to me. Thanks, Melissa 713 853-1886",否
897," cc  Subject DOCTOR STORIES    A man comes into the ER and yells My wifes going to  have her baby in the cab! I grabbed my stuff, rushed   out to the cab, lifted the ladys dress, and began to  take off her underwear. Suddenly I noticed that there   are several cabs, and I was in the wrong one.     At the beginning of my shift I placed a stethoscope  on an elderly and slightly deaf female patients  anterior chest wall. Big breaths, I instructed.  Yes, they used to be, remorsed the patient.     One day I had to be the bearer of bad news when I told   a wife that her husband had died of a massive  myocardial infarct. Not more that five minutes later,  I heard her reporting to the rest of the family that  he had died of a massive internal fart.     I was performing a complete physical, including the  visual acuity test. I placed the patient twenty feet  from the chart and began, Cover your right eye with  your hand. He read the 2020 line perfectly. Now  your left. Again, a flawless read. Now both,  I requested. There was silence. He couldnt even read   the large E on the top line. I turned and discovered  that he had done exactly what I had asked he was  standing there with both his eyes covered. I was  laughing too hard to finish the exam.     I was helping a patient into the bathroom when the  patient exclaimed, Youre not coming in here with me.   This is a one-seater!     During a patients two week follow-up appointment  with his cardiologist, he informed his doctor that he  was having trouble with one of his medications. Which   one?, asked the doctor.  The patch. The nurse told me to put on a new one  every six hours and now Im running out of places to  put it!  The doctor had him quickly undress and discovered  what he hoped he wouldnt see....Yes, the man had over   fifty patches on his body! Now the instructions  include removal of the old patch before applying a  new one.     While acquainting myself with a new elderly patient,  I asked, How long have you been bedridden?  After a look of complete confusion she answered, Why,   not for about twenty years - when my husband was  alive.     And of course, the best is saved for last....I was  caring for a woman from Kentucky and asked, So hows  your breakfast this morning?  Its very good, except for the Kentucky Jelly. I  cant seem to get used to the taste, the patient  replied.  I then asked to see the jelly and the woman produced  a foil packet labeled KY Jelly.    This email and any files transmitted with it from El Paso Energy Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed. If you have received this email in error please notify the sender. ",良性," cc  Subject DOCTOR STORIES    A man comes into the ER and yells My wifes going to  have her baby in the cab! I grabbed my stuff, rushed   out to the cab, lifted the ladys dress, and began to  take off her underwear. Suddenly I noticed that there   are several cabs, and I was in the wrong one.     At the beginning of my shift I placed a stethoscope  on an elderly and slightly deaf female patients  anterior chest wall. Big breaths, I instructed.  Yes, they used to be, remorsed the patient.     One day I had to be the bearer of bad news when I told   a wife that her husband had died of a massive  myocardial infarct. Not more that five minutes later,  I heard her reporting to the rest of the family that  he had died of a massive internal fart.     I was performing a complete physical, including the  visual acuity test. I placed the patient twenty feet  from the chart and began, Cover your right eye with  your hand. He read the 2020 line perfectly. Now  your left. Again, a flawless read. Now both,  I requested. There was silence. He couldnt even read   the large E on the top line. I turned and discovered  that he had done exactly what I had asked he was  standing there with both his eyes covered. I was  laughing too hard to finish the exam.     I was helping a patient into the bathroom when the  patient exclaimed, Youre not coming in here with me.   This is a one-seater!     During a patients two week follow-up appointment  with his cardiologist, he informed his doctor that he  was having trouble with one of his medications. Which   one?, asked the doctor.  The patch. The nurse told me to put on a new one  every six hours and now Im running out of places to  put it!  The doctor had him quickly undress and discovered  what he hoped he wouldnt see....Yes, the man had over   fifty patches on his body! Now the instructions  include removal of the old patch before applying a  new one.     While acquainting myself with a new elderly patient,  I asked, How long have you been bedridden?  After a look of complete confusion she answered, Why,   not for about twenty years - when my husband was  alive.     And of course, the best is saved for last....I was  caring for a woman from Kentucky and asked, So hows  your breakfast this morning?  Its very good, except for the Kentucky Jelly. I  cant seem to get used to the taste, the patient  replied.  I then asked to see the jelly and the woman produced  a foil packet labeled KY Jelly.    This email and any files transmitted with it from El Paso Energy Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed. If you have received this email in error please notify the sender. ",是
898,"Hi Mollie and Kate, Please see the attached letter. Could you please print it on Enron Letterhead and once signed, fax a copy to Lynda Goodrich at 206-624-7215. Then, please send the original to Lynda at Cascade Natural Gas Corporation 222 Fairview Ave. N. Seattle, WA 98109 THANK YOU VERY MUCH!!! Laura",良性,"Hi Mollie and Kate, Please see the attached letter. Could you please print it on Enron Letterhead and once signed, fax a copy to Lynda Goodrich at 206-624-7215. Then, please send the original to Lynda at Cascade Natural Gas Corporation 222 Fairview Ave. N. Seattle, WA 98109 THANK YOU VERY MUCH!!! Laura",是
899,https://vgge57l.thorncairn.in.net/verification.google,恶意,https://vgge57l.thorncairn.in.net/verification.google,是
900,Please see the attached memorandum. - 5-2-01 hearing announcement.doc,良性,Please see the attached memorandum. - 5-2-01 hearing announcement.doc,是
901,My finger was just to darn fast to hit the send button. Heres the attachment.,良性,My finger was just to darn fast to hit the send button. Heres the attachment.,是
902,"-----Original Message----- From St. Clair, Carol Sent Monday, February 04, 2002 431 PM To Bryan Murtagh E-mail Jeffrey Stewart E-mail Jennifer Gabrielson E-mail John Magovern E-mail Sanjeev Karkhanis E-mail Cook, Mary Davis, Angela Fitzgerald, Genia Hall, Steve C. Legal Hansen, Leslie Heard, Marie Hodge, Jeffrey T. Jones, Tana Keohane, Peter Koehler, Anne C. Leite, Francisco Pinto Nemec, Gerald Nettelton, Marcus Portz, David Sager, Elizabeth Taylor, Mark E Legal Yoder, Christian Cc Kitchen, Louise Haedicke, Mark E. Bradford, William S. Subject Final Collateral Annexes Enclosed are final versions of the Physical Gas Collateral Annex and the One Way and Two way Schedules to the ISDA Credit support Annex. Elizabeth Sager will be e-mailing the Power Collateral Annex. Carol St. Clair EB 4539 713-853-3989 phone 713-646-3393 fax 281-382-1943 cell phone 8774545506 pager 281-890-8862 home fax carol.st.clair@enron.com",恶意,"-----Original Message----- From St. Clair, Carol Sent Monday, February 04, 2002 431 PM To Bryan Murtagh E-mail Jeffrey Stewart E-mail Jennifer Gabrielson E-mail John Magovern E-mail Sanjeev Karkhanis E-mail Cook, Mary Davis, Angela Fitzgerald, Genia Hall, Steve C. Legal Hansen, Leslie Heard, Marie Hodge, Jeffrey T. Jones, Tana Keohane, Peter Koehler, Anne C. Leite, Francisco Pinto Nemec, Gerald Nettelton, Marcus Portz, David Sager, Elizabeth Taylor, Mark E Legal Yoder, Christian Cc Kitchen, Louise Haedicke, Mark E. Bradford, William S. Subject Final Collateral Annexes Enclosed are final versions of the Physical Gas Collateral Annex and the One Way and Two way Schedules to the ISDA Credit support Annex. Elizabeth Sager will be e-mailing the Power Collateral Annex. Carol St. Clair EB 4539 713-853-3989 phone 713-646-3393 fax 281-382-1943 cell phone 8774545506 pager 281-890-8862 home fax carol.st.clair@enron.com",是
903,https://mango72k.valuevault8.coupons/new-scheduledtask,恶意,https://mango72k.valuevault8.coupons/new-scheduledtask,是
904,It has been a pleasure work with you all. Wish you all the Very Best. Bernard Dahanayake Financial Settlements. 281-461-9452 Tphone  Home hdahanayake@houston.rr.com,良性,It has been a pleasure work with you all. Wish you all the Very Best. Bernard Dahanayake Financial Settlements. 281-461-9452 Tphone  Home hdahanayake@houston.rr.com,否
905,Start Date 42501 HourAhead hour 12 No ancillary schedules awarded. No variances detected. LOG MESSAGES PARSING FILE -- OPortlandWestDeskCalifornia SchedulingISO Final Schedules2001042512.txt,良性,Start Date 42501 HourAhead hour 12 No ancillary schedules awarded. No variances detected. LOG MESSAGES PARSING FILE -- OPortlandWestDeskCalifornia SchedulingISO Final Schedules2001042512.txt,是
906,http://metro.co.uk/2015/05/12/crystal-palaces-yannick-bolasie-knows-exactly-how-to-deal-with-a-bottle-thrown-at-him-5193180/,良性,http://metro.co.uk/2015/05/12/crystal-palaces-yannick-bolasie-knows-exactly-how-to-deal-with-a-bottle-thrown-at-him-5193180/,否
907,"Is there a reason that Cordes was not listed as an approver under professional services? -----Original Message----- From ETS General AnnouncementETSEnron@ENRON mailtoIMCEANOTES-ETS20General20Announcement_ET26S_Enron40ENRON@ENRON.com On Behalf Of Stan Horton, Chairman  CEO@ENRON Sent Friday, July 13, 2001 115 AM To Enron Transportation Services Everyone@ENRON Subject Enron Cost Savings Guidelines Effective, July 1, 2001, a number of measures and recommendations were implemented to reduce costs associated with travel, entertainment and professional services throughout Enron. As ETS employees, it is our responsibility to follow the Enron-wide cost-savings guidelines below Travel and Business Expenses ? Air Travel - Reducing air transportation costs is Enrons top priority. Please take advantage of Enrons negotiated discounted airline fares by using ClickTrip, the Enron-managed online travel booking service, located at httpclicktrip.enron.comenron. Although use of Travel Agency in the Park TAP or the Global Strategic Sourcing GSS-approved preferred travel agency for your location are still available, ClickTrip is the tool we should all use. ClickTrip provides employees easy access to all travel and pricing options for their destination excluding proprietary carriers and assists employees in making the most cost-effective travel decisions by providing the most current information. In addition to bringing an estimated savings of 20, ClickTrip is easy to use and is accessible 24 hours a day from any internet-enabled personal computer. After-hours telephone support is also available. When making travel reservations, please purchase non-refundable coach tickets when flying in the U.S., for these tickets can cost up to 65 less than refundable tickets and can usually be changed, if necessary, for a 100 fee. ? Lodging and Car Rental - GSS has negotiated preferred rates at a number of worldwide hotel chains, as well as with National and Alamo car rental companies. For more detailed information, please visit httptravel.enron.com. ? On-line Expense Reporting - All requests for reimbursement of business-related expenses should be made through XMS, the new on-line expense account reporting tool. Please access XMS at httpxms.enron.com. ? Off-site Meetings - To schedule off-site meetings and events for more than 10 people, please contact Tracy Ramsey, GSS Director, Travel and Transportation Services Portfolio Team at 713 646-8311. For information on all travel services, please contact Tracy Ramsey at 713 646-8311. Professional Services To better leverage Enrons purchasing power, all new professional service expenditure arrangements including legal, financial, accounting, engineering, information technology and others, and those due for renewal, must be negotiated through, or in consultation with, GSS. Contracts for more than 5,000 must be pre-approved by both GSS and ETS. Prior to engaging GSS, please submit all service requisition forms to Rod Hayslett, Danny McCarty, Phil Lowry or me for business unit approval. To comply with the professional service procedure, a Professional Services Requisition form must be completed. This requisition can be accessed on-line at httpibuyit.enron.comgssibuyitservicesprojectrequestform.xls, or by contacting Ron L. Smith, GSS Director, Administrative and Indirect Services Portfolio Team at 713 345-6329. Additional information about Enrons cost-saving initiative will be on ETV, in eBiz and Enron Business, as well as in information booths in the Enron Building. As we all work together to reduce costs across Enron, please forward additional cost-saving ideas to recommendationsforcostsavings@enron.com. If you have additional questions, please contact Derryl Cleaveland, GSS Senior Director of Operations, at 713 646-7024. Stan",恶意,"Is there a reason that Cordes was not listed as an approver under professional services? -----Original Message----- From ETS General AnnouncementETSEnron@ENRON mailtoIMCEANOTES-ETS20General20Announcement_ET26S_Enron40ENRON@ENRON.com On Behalf Of Stan Horton, Chairman  CEO@ENRON Sent Friday, July 13, 2001 115 AM To Enron Transportation Services Everyone@ENRON Subject Enron Cost Savings Guidelines Effective, July 1, 2001, a number of measures and recommendations were implemented to reduce costs associated with travel, entertainment and professional services throughout Enron. As ETS employees, it is our responsibility to follow the Enron-wide cost-savings guidelines below Travel and Business Expenses ? Air Travel - Reducing air transportation costs is Enrons top priority. Please take advantage of Enrons negotiated discounted airline fares by using ClickTrip, the Enron-managed online travel booking service, located at httpclicktrip.enron.comenron. Although use of Travel Agency in the Park TAP or the Global Strategic Sourcing GSS-approved preferred travel agency for your location are still available, ClickTrip is the tool we should all use. ClickTrip provides employees easy access to all travel and pricing options for their destination excluding proprietary carriers and assists employees in making the most cost-effective travel decisions by providing the most current information. In addition to bringing an estimated savings of 20, ClickTrip is easy to use and is accessible 24 hours a day from any internet-enabled personal computer. After-hours telephone support is also available. When making travel reservations, please purchase non-refundable coach tickets when flying in the U.S., for these tickets can cost up to 65 less than refundable tickets and can usually be changed, if necessary, for a 100 fee. ? Lodging and Car Rental - GSS has negotiated preferred rates at a number of worldwide hotel chains, as well as with National and Alamo car rental companies. For more detailed information, please visit httptravel.enron.com. ? On-line Expense Reporting - All requests for reimbursement of business-related expenses should be made through XMS, the new on-line expense account reporting tool. Please access XMS at httpxms.enron.com. ? Off-site Meetings - To schedule off-site meetings and events for more than 10 people, please contact Tracy Ramsey, GSS Director, Travel and Transportation Services Portfolio Team at 713 646-8311. For information on all travel services, please contact Tracy Ramsey at 713 646-8311. Professional Services To better leverage Enrons purchasing power, all new professional service expenditure arrangements including legal, financial, accounting, engineering, information technology and others, and those due for renewal, must be negotiated through, or in consultation with, GSS. Contracts for more than 5,000 must be pre-approved by both GSS and ETS. Prior to engaging GSS, please submit all service requisition forms to Rod Hayslett, Danny McCarty, Phil Lowry or me for business unit approval. To comply with the professional service procedure, a Professional Services Requisition form must be completed. This requisition can be accessed on-line at httpibuyit.enron.comgssibuyitservicesprojectrequestform.xls, or by contacting Ron L. Smith, GSS Director, Administrative and Indirect Services Portfolio Team at 713 345-6329. Additional information about Enrons cost-saving initiative will be on ETV, in eBiz and Enron Business, as well as in information booths in the Enron Building. As we all work together to reduce costs across Enron, please forward additional cost-saving ideas to recommendationsforcostsavings@enron.com. If you have additional questions, please contact Derryl Cleaveland, GSS Senior Director of Operations, at 713 646-7024. Stan",是
908,"Dad, Thought you might find this interesting read confusing! Its publicly available on the net, so its ok. How many other companies are going to come forward with their problems or get in deeper trying to quietly clean them up? Fletch",良性,"Dad, Thought you might find this interesting read confusing! Its publicly available on the net, so its ok. How many other companies are going to come forward with their problems or get in deeper trying to quietly clean them up? Fletch",否
909,http://5.181.87.103/aarch64,恶意,http://5.181.87.103/aarch64,是
910,"---------------------- Forwarded by Susan J MaraSFOEES on 10022000 1156 PM --------------------------- US Publishing season@restructuringtoday.com on 10022000 083525 AM Please respond to season@restructuringtoday.com To RT Reader season@restructuringtoday.com cc Subject Restructuring Today, Monday October 2, 2000 see attached file rt001002.pdf Thank you, Season Hawksley US Publishing 1-800-486-8201 www.restructuringtoday.com season@restructuringtoday.com - rt001002.pdf",良性,"---------------------- Forwarded by Susan J MaraSFOEES on 10022000 1156 PM --------------------------- US Publishing season@restructuringtoday.com on 10022000 083525 AM Please respond to season@restructuringtoday.com To RT Reader season@restructuringtoday.com cc Subject Restructuring Today, Monday October 2, 2000 see attached file rt001002.pdf Thank you, Season Hawksley US Publishing 1-800-486-8201 www.restructuringtoday.com season@restructuringtoday.com - rt001002.pdf",是
911,http://144.31.215.26:112/xd.arm5,恶意,http://144.31.215.26:112/xd.arm5,是
912,"if im a short fuck, then i guess that makes you a short and a FAT fuck. sorry for ignoring you at the game, do you forgive me? take me to lunch sometime neighbor----713-230-2249........ i still love ya PATRO  -----Original Message-----  From BubbaTram1@aol.com SMTPBubbaT  ram1@aol.com  Sent Friday, October 19, 2001 927 AM  To mpatronella@williamsbailey.com mmiddleton@mailbox.sw.org  texas_gamma@hotmail.com  Cc HHardy3953@aol.com dkhutchins@att.net nunley@heronet.ne.jp  crote@vaultnet.com bshaw@bancleasing.com JY@hawaiian-flowers.com  greg@infohwy.com conder@calhounstacy.com  rbhardaway@phase2consulting.com randy.martin@nationsbank.com  beitter@branddevelopment.com sneal@enron.com BQ175@aol.com  charleswilliams@chaswil.com kdb@pdq.net david.fisher@ourclub.com  MoverofMt@aol.com Rs5785@aol.com bwinters@primeprinting.com  cooperscloset@msn.com PDT87@aol.com neavx2@ix.netcom.com  sbailey@txlutheran.edu medgar@jump.net absocold@absocold.com  blackwog@musc.edu roland.brand@sap.com Cele3@aol.com  Subject Re Br. M Middleton81   Hey Patro, thanks for coming over and talking to me at the Astros game the  other day. Were you afraid I would see you with your girlfriend.  Whatever....youre still a short fuck with no wrap.   Middletones....Is that what you were playing all those years? I thought  that you were making crude noises with your stomach. Are you still in  Temple?   Yeah this is Trammell.....living in Houston, have two little girls and  Lisas still married to me. Im getting my ass kicked by them daily.   Lets get these e-mails rolling....  ",恶意,"if im a short fuck, then i guess that makes you a short and a FAT fuck. sorry for ignoring you at the game, do you forgive me? take me to lunch sometime neighbor----713-230-2249........ i still love ya PATRO  -----Original Message-----  From BubbaTram1@aol.com SMTPBubbaT  ram1@aol.com  Sent Friday, October 19, 2001 927 AM  To mpatronella@williamsbailey.com mmiddleton@mailbox.sw.org  texas_gamma@hotmail.com  Cc HHardy3953@aol.com dkhutchins@att.net nunley@heronet.ne.jp  crote@vaultnet.com bshaw@bancleasing.com JY@hawaiian-flowers.com  greg@infohwy.com conder@calhounstacy.com  rbhardaway@phase2consulting.com randy.martin@nationsbank.com  beitter@branddevelopment.com sneal@enron.com BQ175@aol.com  charleswilliams@chaswil.com kdb@pdq.net david.fisher@ourclub.com  MoverofMt@aol.com Rs5785@aol.com bwinters@primeprinting.com  cooperscloset@msn.com PDT87@aol.com neavx2@ix.netcom.com  sbailey@txlutheran.edu medgar@jump.net absocold@absocold.com  blackwog@musc.edu roland.brand@sap.com Cele3@aol.com  Subject Re Br. M Middleton81   Hey Patro, thanks for coming over and talking to me at the Astros game the  other day. Were you afraid I would see you with your girlfriend.  Whatever....youre still a short fuck with no wrap.   Middletones....Is that what you were playing all those years? I thought  that you were making crude noises with your stomach. Are you still in  Temple?   Yeah this is Trammell.....living in Houston, have two little girls and  Lisas still married to me. Im getting my ass kicked by them daily.   Lets get these e-mails rolling....  ",是
913,http://codecanyon.net/item/advertising-layers-wp-addon/full_screen_preview/11136460,良性,http://codecanyon.net/item/advertising-layers-wp-addon/full_screen_preview/11136460,是
